drugbank_id,cas,logP ALOGPS,logP ChemAxon,solubility ALOGPS,pKa (strongest acidic),pKa (strongest basic)
DB13648,23214-96-2,3.28,-4.3,2.44e-04 g/l,15.3,1.52
DB13650,13755-41-4,-2.1,-4.3,4.97e+01 g/l,11.68,-2.8
DB13651,47562-08-3,2.96,2.83,4.38e-01 g/l,13.33,7.27
DB13657,5003-48-5,2.62,2.48,1.41e-02 g/l,14.66,-4.4
DB13659,3810-35-3,2.13,2.43,2.10e-01 g/l,10.08,-4.2
DB13660,551-27-9,2.58,1.85,2.20e-01 g/l,3.39,-4.9
DB13661,61-57-4,0.3,0.24,2.21e+00 g/l,15.52,-4.4
DB13664,2825-60-7,3.34,2.07,8.75e-03 g/l,13.64,-3.4
DB13665,1480-19-9,3.82,3.67,9.10e-02 g/l,16.4,7.18
DB13666,144-12-7,-1.2,-1.6,1.24e-03 g/l,12.82,-3.8
DB13667,113359-04-9,-0.81,-4.3,2.40e-02 g/l,2.74,0.074
DB13670,36531-26-7,2.26,1.28,6.59e-01 g/l,9.39,10.9
DB13672,63834-04-8,3.21,3.41,3.03e-02 g/l,17.21,7.31
DB13673,4696-76-8,-3,-7.2,7.59e+01 g/l,12.49,9.76
DB13674,38609-97-1,2.55,2.6,1.97e-01 g/l,3.68,-3.2
DB13675,565-33-3,2.02,1.94,2.28e-01 g/l,4.32,2.21
DB13676,89419-40-9,4.68,4.81,1.79e-02 g/l,11.7,8.65
DB13677,24279-91-2,0.05,-0.37,1.64e+01 g/l,15.21,-4.2
DB13680,15687-37-3,1.2,1.3,3.10e-01 g/l,11.64,-1.2
DB13681,22131-35-7,4.75,4.92,7.05e-02 g/l,11.54,8.24
DB13682,84957-29-9,-1,-4,7.21e-03 g/l,2.67,3.54
DB13685,10592-65-1,4.88,4.32,2.11e-03 g/l,17.59,-1.7
DB13686,1926-49-4,2.92,2.22,2.82e-02 g/l,3.26,-4.2
DB13687,27367-90-4,2.33,2.21,1.71e-01 g/l,13.95,7.9
DB13689,57333-96-7,5.36,4.51,1.05e-02 g/l,14.39,-1.1
DB13691,5511-98-8,1.88,2.81,6.74e-02 g/l,7.15,-3
DB13692,30418-38-3,2.23,2.24,9.86e-02 g/l,9.53,8.52
DB13693,41744-40-5,-0.2,0.38,7.41e-01 g/l,-1.1,-6.4
DB13695,22064-27-3,0,-0.73,1.62e-03 g/l,11.18,-4.5
DB13696,3679-64-9,4.9,4.13,1.68e-02 g/l,7.49,-4.3
DB13697,539-21-9,1.46,0.29,9.51e-02 g/l,11.64,8.07
DB13699,515-49-1,0.2,0.3,3.44e-01 g/l,6.13,2.25
DB13701,49755-67-1,1.59,1.62,1.02e-01 g/l,2.13,-2.2
DB13702,54663-47-7,1.92,3.17,1.28e-05 g/l,9.79,2.1
DB13703,18840-47-6,0.53,0.97,3.44e+00 g/l,10.36,9.71
DB13706,17372-87-1,6.12,5.99,1.26e-03 g/l,3.39,1.98
DB13707,868-18-8,-1.9,-1.8,7.79e+02 g/l,2.72,-4.3
DB13708,20287-37-0,2.77,2.26,1.02e-01 g/l,9.53,-1.9
DB13710,153-00-4,3.45,3.65,2.20e-02 g/l,19.38,-0.88
DB13711,14504-73-5,2.65,3.31,2.04e-01 g/l,13.29,7.06
DB13713,10447-39-9,3.57,3.12,5.53e-02 g/l,13.17,9
DB13714,13741-18-9,5.96,5.36,3.48e-03 g/l,10.86,-5.2
DB13718,522-66-7,3.36,2.82,3.12e-01 g/l,13.89,9.18
DB13721,52315-07-8,5.81,5.44,8.64e-04 g/l,10.62,-7.1
DB13722,31793-07-4,3.81,3.22,1.21e+00 g/l,4.25,-1.2
DB13726,57-67-0,-0.55,-0.52,8.05e-01 g/l,10.53,7.72
DB13728,50629-82-8,2.4,1.73,3.56e-02 g/l,12.42,-3.3
DB13729,59721-28-7,1.88,1.51,6.26e-02 g/l,19.54,8.54
DB13730,1088-92-2,-0.57,-0.58,5.44e-01 g/l,11.84,-2.2
DB13732,133-51-7,-2.4,-3.4,2.40e+02 g/l,12.65,9.11
DB13733,77-75-8,0.34,0.93,6.32e-01 g/l,15.82,-2.4
DB13739,983-85-7,1.61,1.09,8.67e-02 g/l,11.85,-2.8
DB13740,64-65-3,0.44,0.48,2.49e+01 g/l,11.8,-5.9
DB13741,2618-25-9,2.84,6.84,5.91e-03 g/l,2.02,-4.2
DB13744,19562-30-2,0.42,1.59,1.21e+00 g/l,5.61,3.03
DB13747,102-71-6,-1.4,-1.9,4.97e+02 g/l,15.12,8.44
DB13748,30986-62-0,-2,-3.2,2.06e+01 g/l,2.41,12.41
DB13749,59625-89-7,-2,-3.4,4.32e+01 g/l,3.39,-3
DB13750,7683-36-5,-2.7,-6.9,1.06e-03 g/l,7.51,1.05
DB13751,1405-86-3,2.78,3.13,5.45e-02 g/l,2.96,-3.7
DB13754,70-07-5,0.8,1.19,4.93e+00 g/l,12.68,-4.6
DB13755,10397-75-8,2.21,6.4,9.07e-03 g/l,1.83,-1.4
DB13756,1182-87-2,1.34,2.02,7.91e-02 g/l,7.18,0.27
DB13757,86880-51-5,0.87,0.91,6.13e-02 g/l,9.58,8.71
DB13759,258329-46-3,0.31,-0.56,2.66e-05 g/l,16.19,-3.3
DB13762,177795-60-7,2.04,2.09,3.36e-01 g/l,9.35,4.24
DB13763,27279-43-2,-0.59,-1,2.13e+01 g/l,-1.1,-3.2
DB13764,23869-24-1,-0.25,-1.4,2.68e+00 g/l,7.13,-3.6
DB13766,3416-26-0,4.98,6.58,8.87e-04 g/l,13.78,7.76
DB13768,61869-07-6,0.43,0.5,1.73e+01 g/l,14.6,-3
DB13771,52031-09-1,1.25,-1.3,1.48e+00 g/l,3.05,-4.2
DB13772,101363-10-4,0.13,0.83,9.60e-01 g/l,5.4,6.09
DB13773,80-35-3,0.51,0.47,3.25e-01 g/l,6.84,2.02
DB13775,83688-84-0,2.92,2.88,2.21e-02 g/l,14.09,9.76
DB13776,611-53-0,-1.1,-0.91,3.31e+00 g/l,13.89,-2
DB13777,57526-81-5,0.43,0.8,2.61e+00 g/l,10.11,9.47
DB13778,56187-47-4,1.41,1.11,7.80e-03 g/l,3.19,0.24
DB13780,24818-79-9,5.78,2.9,6.16e-04 g/l,3.37,-4.9
DB13781,81801-12-9,-0.31,-0.82,3.46e+00 g/l,9.95,8.76
DB13783,53164-05-9,3.71,3.15,2.29e-03 g/l,3.26,-2.3
DB13784,2470-73-7,3.93,3.52,3.27e-02 g/l,15.12,7.87
DB13785,17692-31-8,0.63,0.61,9.71e+01 g/l,14,7.65
DB13786,34717-03-8,0.17,-1.2,5.26e-02 g/l,2.83,-6
DB13789,15930-12-8,-0.57,-1.8,9.08e+01 g/l,2.72,-4.3
DB13790,34161-24-5,2.95,2.73,1.67e-01 g/l,16.56,6.09
DB13791,26864-56-2,6.09,7.25,7.47e-04 g/l,13.9,8.96
DB13792,636-54-4,2.33,1.59,1.39e-01 g/l,8.85,1.32
DB13793,4880-88-0,3.3,2.74,1.75e-01 g/l,19.25,6.3
DB13795,56518-41-3,2.06,2.21,3.38e-01 g/l,17.33,7.16
DB13797,42220-21-3,6.85,7.8,3.97e-05 g/l,18.2,-1.4
DB13798,113-78-0,0.03,-3.8,4.27e-02 g/l,9.5,-6
DB13800,591-64-0,0.76,-0.069,1.82e+00 g/l,4.32,-7.3
DB13801,55294-15-0,1.63,2.14,1.66e-01 g/l,10.11,3
DB13802,1310101-21-3,0.68,0.2,7.92e+01 g/l,13.61,-3.3
DB13803,14293-44-8,2.73,3,2.46e-02 g/l,6.17,-3.7
DB13804,6336-50-1,2.06,1.89,5.04e-02 g/l,8.09,-3.2
DB13807,5334-23-6,0,-0.12,6.77e-01 g/l,8.47,-0.17
DB13812,5634-34-4,-0.24,-0.81,2.89e+01 g/l,11.44,2.44
DB13814,47747-56-8,1.53,2.09,4.33e-02 g/l,11.52,7.23
DB13815,3572-52-9,3.68,4.3,2.44e-01 g/l,9.58,8.84
DB13816,63358-49-6,0.59,-4.1,5.18e-01 g/l,3.18,7.04
DB13817,77-65-6,1.57,1.39,9.76e-01 g/l,10.91,-7.5
DB13818,6915-57-7,4.37,4.44,3.75e-01 g/l,6.26,-8
DB13821,26973-24-0,-0.99,-1.6,8.67e-01 g/l,2.88,-0.36
DB13822,4295-63-0,3.47,3.43,6.81e-03 g/l,13.08,9.48
DB13823,51940-44-4,-1.5,-1.8,7.46e-01 g/l,5.31,8.57
DB13824,73121-56-9,2.58,2.59,1.49e-02 g/l,13.99,-2.9
DB13826,94-96-2,1.12,1.16,4.83e+01 g/l,14.76,-2.6
DB13828,68359-37-5,5.93,5.59,6.57e-04 g/l,10.31,-7.1
DB13829,1344-95-2,-0.77,-2.6,7.84e-01 g/l,9.82,-4.8
DB13830,,2.91,2.39,2.77e-02 g/l,7.47,-5
DB13832,58994-96-0,-0.74,-1.4,1.55e+01 g/l,12.2,-3.6
DB13833,31610-87-4,-1.6,-2.6,5.61e-03 g/l,15.15,-2.7
DB13836,6489-97-0,1.74,-0.38,1.09e-01 g/l,3.24,4.14
DB13837,40762-15-0,1.66,2.24,6.26e-02 g/l,10.67,-2.3
DB13838,15599-39-0,-1,-0.61,6.40e+00 g/l,13.86,-3
DB13839,486-79-3,1.23,0.85,1.41e+00 g/l,3.16,-6.9
DB13840,7647-63-4,0.34,-0.56,5.83e-04 g/l,13.97,-3.3
DB13841,982-24-1,4.46,4.22,2.60e-03 g/l,15.59,8.03
DB13843,5251-34-3,1.94,1.15,9.90e-02 g/l,12.58,-2.9
DB13844,13473-38-6,-0.17,-0.62,3.71e-04 g/l,11.05,-4.5
DB13845,90-54-0,3.9,4.38,1.11e-02 g/l,16.33,8.53
DB13848,92812-82-3,-2,-1.6,2.39e+00 g/l,1.32,9.4
DB13855,965-52-6,2.59,1.75,1.05e-01 g/l,8.33,-1.7
DB13856,3693-38-7,2.55,1.72,2.02e-02 g/l,11.76,-3.3
DB13857,10116-22-0,3.7,3.96,1.11e-02 g/l,18.42,-4.7
DB13860,36364-49-5,1.96,1.98,1.13e+01 g/l,2.79,-6.3
DB13861,89797-00-2,-2.4,-1.3,4.45e-01 g/l,11.73,-1.7
DB13863,488-69-7,-1.6,-3.5,1.36e+01 g/l,1.01,-3.5
DB13866,1231-93-2,2.61,2.81,7.85e-03 g/l,17.52,-1.4
DB13867,90566-53-3,2.69,2.58,3.44e-02 g/l,12.19,-3.4
DB13868,106941-25-7,-1.8,-4.5,2.02e+00 g/l,1.35,5.12
DB13869,20772-64-9,3.4,3.9,1.01e-02 g/l,9.34,2.14
DB13871,54029-12-8,1.18,1.57,9.01e-01 g/l,9.26,3.58
DB13872,848-75-9,2.92,3.39,1.64e-02 g/l,10.68,-2.2
DB13873,42017-89-0,3.97,4.36,5.10e-03 g/l,3.1,-4.9
DB13874,1446502-11-9,4.25,4.59,3.66e-02 g/l,11.37,3.82
DB13875,304-21-2,2.61,1.67,5.76e-02 g/l,14.95,6.46
DB13877,160003-66-7,1.38,1.69,1.29e-01 g/l,13,-0.68
DB13878,1353900-92-1,5.95,7.63,5.57e-03 g/l,10.66,5.3
DB13879,1365970-03-1,4.26,3.95,4.63e-02 g/l,3.74,-1.2
DB13908,1300-94-3,4.33,4.47,6.80e-02 g/l,10.39,-5.5
DB13909,99-26-3,0.4,0.55,4.48e+01 g/l,3.93,-2.3
DB13911,18472-87-2,7.71,8.16,7.49e-05 g/l,2.52,1.84
DB13912,03-05-4434,4.59,4.39,1.11e-02 g/l,5.21,-4
DB13914,1025216-57-2,1.98,2.88,1.15e-01 g/l,-1.9,2.23
DB13916,606-58-6,-0.77,-1.4,2.42e+00 g/l,12.46,4.71
DB13917,501-15-5,0.03,0.32,6.28e+00 g/l,9.27,10.29
DB13919,139481-59-7,3.44,4.68,7.45e-03 g/l,3.44,1.5
DB13920,640281-90-9,-0.8,-1.5,7.77e+00 g/l,12.59,7.48
DB13921,20724-73-6,-1.9,-2.5,2.15e+01 g/l,12.43,4.28
DB13925,1027785-90-5,-0.99,-8.4,6.80e-02 g/l,0.47,10.28
DB13927,882697-00-9,4.09,4.27,2.78e-02 g/l,13.51,2.51
DB13929,150375-75-0,3.74,2.83,7.67e-03 g/l,7.72,-3.8
DB13930,869886-67-9,4.09,3.62,4.47e-03 g/l,12.78,4.65
DB13931,1254032-66-0,3.77,4.73,2.77e-04 g/l,13.49,8.69
DB13934,1165910-22-4,3.59,3.61,5.30e-02 g/l,10.91,-2
DB13935,870888-46-3,3.14,2.77,8.40e-02 g/l,15.16,2.03
DB13936,888072-47-7,3.48,3.41,1.32e-02 g/l,12.76,-1.6
DB13937,917891-35-1,4.15,4.26,6.80e-03 g/l,13.19,-2.5
DB13938,404920-28-1,2.27,1.68,5.52e-01 g/l,14.5,8.3
DB13939,1182367-47-0,3.16,3.02,1.53e-01 g/l,12.17,-1.1
DB13943,58-20-8,5.1,6.11,4.37e-04 g/l,18.52,-4.8
DB13944,315-37-7,5.11,6.29,4.63e-04 g/l,18.52,-4.8
DB13946,5949-44-0,6.74,8.06,7.40e-05 g/l,18.52,-4.8
DB13947,18625-33-7,6.54,8.49,1.22e-04 g/l,11.09,2.14
DB13948,1391489-32-9,2.22,1.69,1.97e-02 g/l,8.32,10.2
DB13952,4245-41-4,3.91,3.66,1.83e-03 g/l,19.38,-0.88
DB13953,50-50-0,5.25,5.71,1.89e-04 g/l,19.38,-0.88
DB13954,313-06-4,6.47,6.49,1.18e-04 g/l,10.33,-5.4
DB13956,979-32-8,5.28,5.78,6.17e-04 g/l,10.33,-5.4
DB13958,6157-87-5,3.12,3.79,5.82e-03 g/l,18.34,-4.7
DB13960,52-51-7,-0.21,-0.19,1.28e+01 g/l,12.55,-3.7
DB13962,5793-88-4,-0.78,-3.1,9.01e+01 g/l,2.83,-3.7
DB13967,25305-77-5,-0.5,2.4,2.68e-03 g/l,-2.6,5.33
DB13972,59-51-8,-1.8,-2.2,2.39e+01 g/l,2.53,9.5
DB13978,49843-98-3,2.76,2.46,4.10e-02 g/l,15.73,-2.6
DB13981,58652-20-3,3.46,3.42,4.15e-03 g/l,17.72,-4.8
DB13983,159359-22-5,2.93,2.39,9.01e-02 g/l,6.61,-4.6
DB13985,437608-50-9,-0.78,-8.4,1.93e-01 g/l,0.47,10.28
DB13988,201038-74-6,2.81,1.52,2.63e-01 g/l,8.21,8.95
DB13989,1764-85-8,1.22,0.88,3.46e-01 g/l,9.05,-3.2
DB13990,63065-88-3,4.04,2.51,3.67e-01 g/l,9.1,10.66
DB13992,1830-32-6,2.12,1.34,7.05e-01 g/l,18.8,-0.022
DB13994,942437-37-8,3.53,2.94,1.72e-02 g/l,14.38,2.92
DB13995,1802359-96-1,-0.72,-1.3,7.60e+00 g/l,3.05,-4.2
DB14001,03-03-4345,7.96,10.24,1.18e-05 g/l,4,-4.9
DB14006,2016-36-6,-0.5,1.98,3.96e-01 g/l,2.79,-6.3
DB14007,67-43-6,-1.3,-6.3,4.18e+00 g/l,1.95,8.82
DB14008,1447-88-7,3.09,2.55,7.91e-02 g/l,7.09,-4.8
DB14010,1019-45-0,2.38,2.14,7.23e-01 g/l,17.44,9.58
DB14011,56575-23-6,6.1,5.94,1.26e-02 g/l,9.34,-4.9
DB14014,1379686-29-9,5.14,5.23,8.33e-04 g/l,14.75,7.13
DB14017,1825302-42-8,3.32,3.14,1.53e-01 g/l,13.92,6.89
DB14018,10381-75-6,0.23,0.29,3.92e+00 g/l,5.58,-3
DB14019,1703748-89-3,2.57,0.8,2.16e-04 g/l,-0.11,6.74
DB14020,119-53-9,2.64,2.65,5.61e-01 g/l,12.62,-3.8
DB14025,105956-97-6,0.36,-0.42,4.45e-01 g/l,5.45,9.63
DB14027,275371-94-3,-1.1,-22,4.08e-02 g/l,2.96,12.07
DB14028,1088-11-5,2.79,3.21,2.19e-02 g/l,12.3,2.85
DB14030,1997387-43-5,2.99,2.85,9.64e-03 g/l,9.56,8.39
DB14033,80-74-0,1.02,0.72,1.36e-01 g/l,18.1,1.61
DB14034,141200-24-0,3.48,3.82,1.37e-02 g/l,6.61,0.85
DB14035,109229-58-5,3.72,4.35,1.21e-03 g/l,6.61,-4.9
DB14037,18449-41-7,3.52,2.92,3.56e-02 g/l,4.64,-2.8
DB14038,83-46-5,7.27,7.84,1.84e-05 g/l,18.2,-1.4
DB14043,544-31-0,5.74,4.98,1.36e-03 g/l,15.46,-1.3
DB14044,18679-90-8,-0.92,-1.1,4.01e+01 g/l,4.37,-2.8
DB14050,24274-48-4,5.13,5.44,3.30e-02 g/l,9.13,-5.7
DB14051,,0.39,-6,1.97e-02 g/l,2.8,10.18
DB14052,,0.59,-5.6,1.67e-02 g/l,2.8,10.18
DB14054,464-92-6,4.81,4.23,1.14e-02 g/l,4.74,-2.8
DB14055,5543-57-7,2.41,2.74,4.72e-02 g/l,5.56,-6.9
DB14056,28380-24-7,4.09,6.11,1.37e-03 g/l,4.07,-3.4
DB14058,127785-64-2,5.14,7.02,3.95e-03 g/l,11.76,-2.3
DB14059,170569-86-5,4.51,4.1,4.00e-03 g/l,10.6,-0.44
DB14060,123653-11-2,3.04,1.93,2.77e-02 g/l,6.81,-4.9
DB14061,3105-97-3,3.87,3.74,1.68e-02 g/l,14.79,8.67
DB14062,80890-47-7,4.12,5.59,1.28e-02 g/l,11.68,-3
DB14067,129716-58-1,3.87,3.95,1.99e-02 g/l,14.08,6.73
DB14068,120054-86-6,6.27,5.6,1.13e-04 g/l,19.47,9.59
DB14069,216227-54-2,7.21,6.81,4.23e-04 g/l,12.39,5.26
DB14070,849675-66-7,4.91,5.42,4.72e-03 g/l,11.44,8.46
DB14072,174630-04-7,3.97,4.84,5.14e-04 g/l,12.16,-5
DB14074,119515-38-7,2.19,1.61,2.51e+01 g/l,15.92,-2.4
DB14075,39236-46-9,-2.4,-5,7.58e-01 g/l,7.55,-3.3
DB14079,821-33-0,0.23,-0.3,1.12e+02 g/l,15.29,-2.5
DB14080,36330-79-7,1.26,-0.71,1.36e-01 g/l,3.82,-2
DB14081,16830-15-2,0.73,-0.54,7.98e-01 g/l,11.75,-3.6
DB14082,103725-47-9,-0.36,-1.4,1.07e-01 g/l,3.64,-4.5
DB14084,94-26-8,3.81,3,4.66e-01 g/l,8.5,-6.1
DB14086,154-23-4,1.02,1.8,6.45e-01 g/l,9,-3.3
DB14093,67308-98-9,2.99,3.37,3.33e-02 g/l,18.52,-0.88
DB14094,08-04-7559,7.09,9.03,4.14e-04 g/l,19.44,-0.86
DB14096,,4.78,9.88,1.04e-04 g/l,1.47,9.38
DB14098,13408-78-1,2.63,-2.7,1.27e-02 g/l,1.82,8.97
DB14099,4539-70-2,5.92,9.89,2.16e-05 g/l,1.86,-6.7
DB14103,15985-39-4,-3,-4.4,7.39e+00 g/l,1.89,9.09
DB14105,200880-41-7,8.32,10.94,1.19e-04 g/l,1.89,-3
DB14106,103694-84-4,2.94,-1.3,3.66e-02 g/l,16.14,-4.2
DB14107,22252-43-3,-1.1,-3,1.58e+01 g/l,3.42,7.39
DB14108,6920-22-5,0.41,0.62,1.78e+02 g/l,14.27,-2.9
DB14109,84380-01-8,-1.4,-0.9,3.91e+01 g/l,9.82,-3
DB14110,107-88-0,-0.59,-0.73,7.42e+02 g/l,15.41,-2.4
DB14111,100403-19-8,9.05,10.52,9.71e-05 g/l,13.27,-1
DB14119,554-62-1,3.96,3.7,4.46e-02 g/l,13.45,8.91
DB14120,85-27-8,3.02,3.74,1.59e-01 g/l,9.46,-5.4
DB14122,19309-14-9,3.62,3.78,7.77e-02 g/l,7.2,-4.9
DB14125,86541-78-8,0.62,0.15,2.85e-02 g/l,3.08,7.96
DB14126,147127-20-6,-1.5,-3.4,1.87e+00 g/l,1.35,3.74
DB14127,149709-44-4,1.99,3.29,3.58e-03 g/l,3.98,-1.6
DB14128,53-84-9,-1.2,-11,2.14e+00 g/l,1.86,6.4
DB14129,107534-93-0,4.86,5.13,2.85e-03 g/l,10.28,-4.5
DB14132,85-18-7,0.84,0.14,9.41e+00 g/l,5.14,-3.3
DB14134,5333-42-6,8.9,7.84,3.06e-05 g/l,17.68,-1.6
DB14135,7790-92-3,-0.37,0.32,5.12e+02 g/l,7.93,-5.9
DB14136,260781-16-6,3.18,3.45,1.94e-01 g/l,14.82,-2.9
DB14137,221227-05-0,2.8,0.045,5.56e-03 g/l,3.54,11.23
DB14144,123-30-8,0.47,0.84,1.21e+02 g/l,10.4,5.43
DB14146,1211231-76-3,1.34,0.98,4.87e-02 g/l,13.58,8.92
DB14149,,6.73,5.97,1.08e-03 g/l,13.62,-3
DB14152,74749-74-9,6.39,6.84,1.82e-04 g/l,19.49,-0.26
DB14159,15468-10-7,-1.1,-2,1.35e+01 g/l,0.75,-5
DB14173,78491-02-8,-2.2,-3.8,2.91e+01 g/l,12.58,-3
DB14176,94-18-8,3.66,3.4,1.35e-01 g/l,8.5,-6.1
DB14177,94-13-3,3.28,2.55,9.60e-01 g/l,8.5,-6.1
DB14183,106-24-1,2.89,2.5,1.37e+00 g/l,16.33,-2.2
DB14186,4407-36-7,1.93,1.82,2.34e+00 g/l,15.62,-2.5
DB14187,107-75-5,2.5,1.64,6.39e-01 g/l,18.21,-1.3
DB14188,97-54-1,2.79,2.64,1.36e+00 g/l,10.01,-4.9
DB14203,68516-81-4,3.63,4.12,4.03e-02 g/l,15.58,2.55
DB14207,95399-71-6,3.7,3.34,4.47e-03 g/l,1.76,-4.7
DB14208,87269-97-4,0.54,-0.18,2.14e-01 g/l,3.13,8.05
DB14209,87679-71-8,0.77,0.19,8.34e-02 g/l,3.13,8.04
DB14210,103775-14-0,0.89,0.074,3.03e-02 g/l,2.91,7.8
DB14212,99-76-3,2.17,1.67,3.69e+00 g/l,8.5,-6.1
DB14213,95153-31-4,-0.08,-0.85,7.20e+00 g/l,3.08,8.06
DB14214,4159-77-7,5.85,10.01,5.19e-04 g/l,6.5,-3.8
DB14217,82768-85-2,0.81,0.3,3.59e-02 g/l,3.07,7.8
DB14218,1033805-28-5,2.24,2.76,3.48e-03 g/l,1.69,9.42
DB14219,2756-87-8,0.39,0.34,4.01e+01 g/l,3.12,-6.8
DB14221,5534-18-9,2.5,3.29,7.87e-03 g/l,13.52,-3.3
DB14232,603-41-8,3.36,3.79,6.57e-02 g/l,9.57,4.09
DB14474,12441-09-7,-2.4,-2.6,1.06e+03 g/l,12.75,-3
DB14475,79-33-4,-0.79,-0.47,5.62e+02 g/l,3.78,-3.7
DB14476,10191-41-0,8.84,10.51,7.04e-06 g/l,10.8,-4.9
DB14479,49793-39-7,1.33,-0.71,6.26e-01 g/l,3.82,-2
DB14480,38520-57-9,-0.44,-1.5,5.27e+00 g/l,9.96,-2
DB14482,134-03-2,-1.4,-1.9,6.25e+02 g/l,4.36,-3
DB14483,5743-27-1,-1.6,-1.9,1.60e+01 g/l,4.36,-3
DB14484,15431-40-0,-1.7,-1.9,9.07e+00 g/l,4.36,-3
DB14485,331242-75-2,-1.6,-1.9,4.34e+01 g/l,4.36,-3
DB14486,1987-71-9,-1.6,-1.9,2.45e+02 g/l,4.36,-3
DB14488,299-29-6,-2,-3.4,3.66e+01 g/l,3.39,-3
DB14490,24808-52-4,-0.08,-1.9,1.25e+02 g/l,4.36,-3
DB14493,14281-83-5,-1.5,-3.4,1.94e+02 g/l,2.31,9.24
DB14495,10060-26-1,0.09,-1.3,5.03e+00 g/l,3.05,-4.2
DB14501,14729-84-1,-1.5,-3.4,2.11e+02 g/l,2.31,9.24
DB14507,919-16-4,-0.54,-1.3,1.94e+02 g/l,3.05,-4.2
DB14512,83919-23-7,4.27,5.06,1.08e-02 g/l,13.84,-3.1
DB14514,58505-81-0,0.82,-0.069,1.22e+00 g/l,4.32,-7.3
DB14515,18917-93-6,-0.33,-0.47,7.76e+01 g/l,3.78,-3.7
DB14520,,1.42,-1.3,5.03e-01 g/l,3.05,-4.2
DB14526,57072-40-9,1.08,-1.3,2.01e+00 g/l,3.05,-4.2
DB14528,33661-40-4,-2,-3.4,2.28e+01 g/l,3.39,-3
DB14529,64452-96-6,2.08,-0.17,2.86e-02 g/l,2.79,4.19
DB14538,74050-20-7,3.26,2.86,5.26e-03 g/l,14.81,-2.8
DB14539,50-03-3,2.31,1.72,5.82e-02 g/l,12.61,-2.8
DB14540,13609-67-1,3.21,2.86,1.36e-02 g/l,13.75,-2.8
DB14541,508-99-6,4.53,4.02,3.26e-03 g/l,12.61,-2.8
DB14542,3863-59-0,0.99,1.15,7.30e-01 g/l,1.18,-2.8
DB14543,72590-77-3,3.83,4,2.83e-03 g/l,14.81,-2.8
DB14544,57524-89-7,3.62,3.31,7.63e-03 g/l,13.75,-2.8
DB14545,2203-97-6,2.17,1.54,6.53e-02 g/l,3.66,-2.8
DB14554,177943-88-3,-0.85,-8.4,1.49e-01 g/l,0.47,10.28
DB14555,37384-13-7,6.33,6.13,2.53e-03 g/l,19.49,-0.3
DB14556,79-21-0,-0.7,-0.3,3.66e+02 g/l,7.69,-6
DB14557,70445-33-9,2.14,1.83,2.73e+00 g/l,13.64,-3
DB14568,1448347-49-6,2.52,3.01,2.08e-02 g/l,12.14,1.81
DB14569,856866-72-3,0.95,2.12,3.82e-01 g/l,14.61,-1.7
DB14570,68-96-2,2.99,3.4,2.93e-02 g/l,12.7,-3.8
DB14575,104746-04-5,1.26,1.73,5.54e-01 g/l,14.1,-3.2
DB14581,1621862-70-1,4.31,2.99,7.41e-03 g/l,11.15,3.46
DB14583,7759-35-5,2.52,3.64,2.31e-03 g/l,17.46,-4.7
DB14584,06-08-7690,2.57,3.2,2.41e-02 g/l,12.21,-4
DB14589,1117-86-8,1.66,1.51,1.82e+01 g/l,14.27,-2.9
DB00873,129260-79-3,2.2,2.52,3.36e-02 g/l,12.01,-2.9
DB14598,62-33-9,0.03,-4.9,2.31e+01 g/l,2.35,7.73
DB14599,14025-15-1,0.03,-4.9,2.37e+01 g/l,2.35,7.73
DB14600,139-33-3,-1,-4.9,7.20e+01 g/l,2.35,7.73
DB14623,75-36-5,0.06,0.31,9.11e+01 g/l,19.33,-9.1
DB14624,98804-55-8,-0.16,3.12,1.80e-02 g/l,-1.3,-4.7
DB14625,1106-03-2,2.48,2.46,1.68e-02 g/l,12.46,-3.9
DB14626,1778-02-5,4.51,4.02,1.88e-03 g/l,19.4,-6.8
DB14627,115-33-3,4.19,3.65,4.93e-04 g/l,12.8,-6.5
DB14630,30223-92-8,-1.2,-0.4,1.63e+00 g/l,-1.9,9.8
DB14631,302-25-0,0.92,1.15,4.32e-01 g/l,1.18,-2.9
DB14632,7681-14-3,3.28,3.45,9.29e-03 g/l,12.61,-2.9
DB14633,2920-86-7,2.05,1.54,4.83e-02 g/l,3.66,-2.9
DB14634,1255-35-2,2.08,1.85,2.92e-02 g/l,12.12,-3.4
DB14635,339286-19-0,1.72,3.65,8.31e-03 g/l,-2.2,-4.4
DB14636,61966-08-3,-2,-3.8,3.11e+00 g/l,1.23,8.33
DB14637,570-36-5,1.64,1.37,4.14e-02 g/l,12.61,-2.9
DB14638,3736-81-0,3.33,3.08,3.82e-02 g/l,13.09,-3.1
DB14639,13103-34-9,6.27,7.76,5.54e-05 g/l,18.39,-5
DB14640,338-98-7,2.23,1.76,2.50e-02 g/l,12.58,-3.4
DB14643,86401-95-8,2.92,3.14,6.37e-03 g/l,14.8,-2.9
DB14644,2921-57-5,2.43,1.83,2.64e-02 g/l,3.66,-2.9
DB14646,125-10-0,2.25,2.1,2.35e-02 g/l,12.6,-3.8
DB14649,1177-87-3,2.6,2.12,1.64e-02 g/l,12.44,-3.4
DB14652,4258-85-9,3.25,2.92,3.94e-03 g/l,13.83,-3.3
DB14653,4891-71-8,4.6,4.95,1.03e-03 g/l,13.83,-3.3
